r_No	pu_No	r_Time
2567	12	2021-08-01 11:05
2568	23	2021-08-01 05:43
2569	37	2021-08-01 22:58
2570	55	2021-08-01 12:52
2571	56	2021-08-01 01:00
2572	77	2021-08-02 20:29
2573	91	2021-08-02 05:13
2574	95	2021-08-02 20:08
2575	97	2021-08-02 09:56
2576	102	2021-08-02 12:51
2577	113	2021-08-03 03:22
2578	123	2021-08-03 05:54
2579	130	2021-08-03 05:13
2580	138	2021-08-03 05:49
2581	155	2021-08-03 00:16
2582	175	2021-08-04 12:21
2583	184	2021-08-04 01:59
2584	191	2021-08-04 20:06
2585	214	2021-08-04 09:54
2586	217	2021-08-04 08:26
2587	220	2021-08-05 06:13
2588	222	2021-08-05 05:29
2589	256	2021-08-05 03:27
2590	264	2021-08-05 00:00
2591	266	2021-08-05 19:08
2592	270	2021-08-05 07:16
2593	292	2021-08-06 00:37
2594	295	2021-08-06 12:36
2595	298	2021-08-06 05:02
2596	317	2021-08-06 22:33
2597	324	2021-08-06 04:44
2598	328	2021-08-06 19:04
2599	331	2021-08-07 12:01
2600	333	2021-08-07 05:00
2601	337	2021-08-07 06:43
2602	338	2021-08-07 19:53
2603	343	2021-08-07 18:23
2604	384	2021-08-08 05:16
2605	392	2021-08-08 06:02
2606	398	2021-08-08 01:46
2607	417	2021-08-08 14:24
2608	432	2021-08-08 09:43
2609	441	2021-08-09 19:42
2610	443	2021-08-09 01:22
2611	444	2021-08-09 17:58
2612	455	2021-08-09 04:08
2613	458	2021-08-09 14:11
2614	475	2021-08-09 01:01
2615	495	2021-08-10 22:50
2616	498	2021-08-10 03:08
2617	510	2021-08-10 14:19
2618	523	2021-08-10 15:55
2619	524	2021-08-10 21:41
2620	534	2021-08-10 16:38
2621	562	2021-08-11 14:44
2622	579	2021-08-11 22:31
2623	582	2021-08-11 11:46
2624	597	2021-08-11 03:00
2625	600	2021-08-11 16:54
2626	608	2021-08-12 17:07
2627	630	2021-08-12 15:59
2628	637	2021-08-12 08:08
2629	648	2021-08-12 19:11
2630	651	2021-08-12 16:14
2631	661	2021-08-12 15:51
2632	678	2021-08-13 00:26
2633	680	2021-08-13 01:13
2634	683	2021-08-13 08:11
2635	695	2021-08-13 23:23
2636	710	2021-08-13 07:42
2637	717	2021-08-13 02:52
2638	721	2021-08-14 05:41
2639	732	2021-08-14 01:12
2640	735	2021-08-14 23:17
2641	752	2021-08-14 23:32
2642	763	2021-08-14 21:38
2643	771	2021-08-14 15:08
2644	788	2021-08-15 03:37
2645	794	2021-08-15 05:59
2646	797	2021-08-15 05:38
2647	801	2021-08-15 13:56
2648	822	2021-08-15 16:26
2649	835	2021-08-16 07:58
2650	852	2021-08-16 08:24
2651	859	2021-08-16 21:31
2652	865	2021-08-16 05:27
2653	870	2021-08-16 23:19
2654	892	2021-08-17 22:22
2655	894	2021-08-17 23:19
2656	908	2021-08-17 21:17
2657	909	2021-08-17 05:59
2658	925	2021-08-17 03:41
2659	935	2021-08-17 14:30
2660	951	2021-08-18 15:54
2661	967	2021-08-18 22:52
2662	975	2021-08-18 13:44
2663	983	2021-08-18 12:01
2664	993	2021-08-18 17:28
2665	1004	2021-08-19 18:39
2666	1006	2021-08-19 00:41
2667	1025	2021-08-19 03:19
2668	1028	2021-08-19 23:18
2669	1030	2021-08-19 15:02
2670	1048	2021-08-19 22:48
2671	1054	2021-08-20 19:57
2672	1065	2021-08-20 04:42
2673	1072	2021-08-20 00:02
2674	1083	2021-08-20 19:30
2675	1086	2021-08-20 18:50
2676	1107	2021-08-21 00:33
2677	1131	2021-08-21 02:37
2678	1132	2021-08-21 23:36
2679	1133	2021-08-21 05:10
2680	1152	2021-08-21 04:34
2681	1167	2021-08-22 23:36
2682	1179	2021-08-22 23:15
2683	1191	2021-08-22 10:29
2684	1197	2021-08-22 19:56
2685	1200	2021-08-22 12:02
2686	1204	2021-08-22 05:51
2687	1220	2021-08-23 10:20
2688	1226	2021-08-23 19:49
2689	1235	2021-08-23 17:11
2690	1237	2021-08-23 07:47
2691	1241	2021-08-23 09:07
2692	1275	2021-08-24 02:06
2693	1279	2021-08-24 20:07
2694	1282	2021-08-24 06:51
2695	1312	2021-08-24 05:31
2696	1319	2021-08-24 07:31
2697	1323	2021-08-24 03:07
2698	1332	2021-08-25 22:58
2699	1333	2021-08-25 15:00
2700	1351	2021-08-25 09:59
2701	1364	2021-08-25 17:03
2702	1366	2021-08-25 14:52
2703	1376	2021-08-25 17:12
2704	1383	2021-08-26 21:20
2705	1417	2021-08-26 04:15
2706	1422	2021-08-26 01:32
2707	1423	2021-08-26 03:09
2708	1427	2021-08-26 02:31
2709	1438	2021-08-27 21:55
2710	1444	2021-08-27 03:52
2711	1447	2021-08-27 23:09
2712	1467	2021-08-27 07:07
2713	1487	2021-08-27 20:09
2714	1498	2021-08-28 06:58
2715	1503	2021-08-28 05:26
2716	1509	2021-08-28 07:41
2717	1514	2021-08-28 10:47
2718	1519	2021-08-28 14:47
2719	1537	2021-08-28 10:00
2720	1548	2021-08-29 12:13
2721	1567	2021-08-29 05:44
2722	1573	2021-08-29 06:03
2723	1577	2021-08-29 11:24
2724	1591	2021-08-29 06:54
2725	1603	2021-08-30 09:46
2726	1610	2021-08-30 16:30
2727	1621	2021-08-30 21:57
2728	1636	2021-08-30 11:04
2729	1641	2021-08-30 18:27
2730	1644	2021-08-30 22:20
2731	1657	2021-08-31 21:59
2732	1658	2021-08-31 10:21
2733	1664	2021-08-31 00:34
2734	1674	2021-08-31 11:40
2735	1687	2021-08-31 14:35
2736	1714	2021-09-01 06:14
2737	1716	2021-09-01 14:08
2738	1727	2021-09-01 17:39
2739	1743	2021-09-01 05:38
2740	1755	2021-09-01 22:08
2741	1759	2021-09-01 10:42
2742	1764	2021-09-02 19:41
2743	1768	2021-09-02 00:10
2744	1771	2021-09-02 03:45
2745	1794	2021-09-02 14:22
2746	1809	2021-09-02 18:10
2747	1819	2021-09-03 12:15
2748	1823	2021-09-03 18:35
2749	1832	2021-09-03 14:42
2750	1844	2021-09-03 20:29
2751	1846	2021-09-03 17:16
2752	1857	2021-09-03 14:41
2753	1878	2021-09-04 23:57
2754	1883	2021-09-04 15:38
2755	1885	2021-09-04 21:02
2756	1908	2021-09-04 16:12
2757	1916	2021-09-04 05:55
2758	1928	2021-09-05 14:35
2759	1935	2021-09-05 12:15
2760	1941	2021-09-05 01:34
2761	1960	2021-09-05 00:12
2762	1969	2021-09-05 15:42
2763	1977	2021-09-05 04:41
2764	1984	2021-09-06 17:07
2765	1998	2021-09-06 01:09
2766	2012	2021-09-06 11:27
2767	2023	2021-09-06 00:27
2768	2027	2021-09-06 21:19
2769	2029	2021-09-06 06:40
2770	2050	2021-09-07 23:50
2771	2058	2021-09-07 21:18
2772	2067	2021-09-07 02:58
2773	2076	2021-09-07 02:40
2774	2081	2021-09-07 20:32
2775	2121	2021-09-08 01:33
2776	2126	2021-09-08 06:03
2777	2128	2021-09-08 13:50
2778	2131	2021-09-08 05:31
2779	2136	2021-09-08 18:58
2780	2137	2021-09-08 06:45
2781	2163	2021-09-09 13:51
2782	2165	2021-09-09 16:15
2783	2178	2021-09-09 15:13
2784	2181	2021-09-09 18:25
2785	2196	2021-09-09 18:22
2786	2198	2021-09-09 06:01
2787	2228	2021-09-10 19:35
2788	2229	2021-09-10 10:26
2789	2250	2021-09-10 11:51
2790	2251	2021-09-10 00:02
2791	2256	2021-09-10 01:50
2792	2269	2021-09-11 14:40
2793	2272	2021-09-11 09:27
2794	2278	2021-09-11 23:27
2795	2294	2021-09-11 09:55
2796	2301	2021-09-11 12:40
2797	2314	2021-09-11 14:51
2798	2331	2021-09-12 00:19
2799	2333	2021-09-12 16:22
2800	2344	2021-09-12 10:19
2801	2356	2021-09-12 22:58
2802	2378	2021-09-12 19:52
2803	2380	2021-09-12 04:54
2804	2391	2021-09-13 18:45
2805	2401	2021-09-13 09:09
2806	2421	2021-09-13 05:23
2807	2427	2021-09-13 17:13
2808	2428	2021-09-13 18:54
2809	2433	2021-09-14 22:37
2810	2434	2021-09-14 11:12
2811	2448	2021-09-14 09:24
2812	2466	2021-09-14 03:28
2813	2471	2021-09-14 02:35
2814	2492	2021-09-14 17:17
2815	2509	2021-09-15 01:39
2816	2515	2021-09-15 02:51
2817	2533	2021-09-15 01:59
2818	2540	2021-09-15 03:34
2819	2547	2021-09-15 21:25
2820	2552	2021-09-15 00:14
2821	2561	2021-09-16 19:07
2822	2564	2021-09-16 10:23
2823	2569	2021-09-16 05:43
2824	2572	2021-09-16 17:41
2825	2604	2021-09-16 05:21
2826	2605	2021-09-17 13:36
2827	2637	2021-09-17 20:35
2828	2641	2021-09-17 09:40
2829	2648	2021-09-17 05:00
2830	2654	2021-09-17 11:20
2831	2657	2021-09-17 00:48
2832	2670	2021-09-18 06:56
2833	2673	2021-09-18 20:31
2834	2684	2021-09-18 15:27
2835	2693	2021-09-18 04:25
2836	2704	2021-09-18 11:11
2837	2716	2021-09-19 13:37
2838	2720	2021-09-19 16:41
2839	2729	2021-09-19 14:59
2840	2735	2021-09-19 04:15
2841	2757	2021-09-19 16:41
2842	2768	2021-09-19 00:50
2843	2783	2021-09-20 08:47
2844	2784	2021-09-20 14:22
2845	2794	2021-09-20 21:38
2846	2800	2021-09-20 20:14
2847	2820	2021-09-20 03:04
2848	2824	2021-09-20 20:08
2849	2848	2021-09-21 05:30
2850	2862	2021-09-21 00:45
2851	2869	2021-09-21 18:55
2852	2875	2021-09-21 00:53
2853	2877	2021-09-21 07:52
2854	2894	2021-09-22 12:56
2855	2914	2021-09-22 20:13
2856	2918	2021-09-22 22:14
2857	2927	2021-09-22 22:54
2858	2931	2021-09-22 14:21
2859	2941	2021-09-22 14:20
2860	2964	2021-09-23 01:35
2861	2968	2021-09-23 21:24
2862	2970	2021-09-23 16:52
2863	2972	2021-09-23 18:38
2864	2986	2021-09-23 17:18
2865	2995	2021-09-23 17:00
2866	3008	2021-09-24 04:42
2867	3024	2021-09-24 15:42
2868	3034	2021-09-24 07:25
2869	3046	2021-09-24 09:49
2870	3055	2021-09-24 13:21
2871	3067	2021-09-25 16:03
2872	3069	2021-09-25 21:50
2873	3078	2021-09-25 10:26
2874	3080	2021-09-25 08:52
2875	3082	2021-09-25 13:20
2876	3083	2021-09-25 16:31
2877	3126	2021-09-26 03:51
2878	3129	2021-09-26 16:34
2879	3130	2021-09-26 22:42
2880	3147	2021-09-26 13:09
2881	3158	2021-09-26 14:00
2882	3168	2021-09-27 19:10
2883	3179	2021-09-27 07:35
2884	3192	2021-09-27 14:51
2885	3195	2021-09-27 07:08
2886	3199	2021-09-27 19:50
2887	3214	2021-09-27 07:40
2888	3225	2021-09-28 13:49
2889	3244	2021-09-28 08:19
2890	3261	2021-09-28 20:36
2891	3264	2021-09-28 10:39
2892	3269	2021-09-28 20:10
2893	3295	2021-09-29 12:54
2894	3299	2021-09-29 15:19
2895	3303	2021-09-29 09:26
2896	3308	2021-09-29 09:00
2897	3318	2021-09-29 22:30
2898	3327	2021-09-29 12:52
2899	3352	2021-09-30 08:24
2900	3362	2021-09-30 19:28
2901	3365	2021-09-30 00:05
2902	3381	2021-09-30 21:34
2903	3382	2021-09-30 06:32
2904	3384	2021-09-30 07:16
2905	3404	2021-10-01 13:18
2906	3409	2021-10-01 09:48
2907	3410	2021-10-01 19:59
2908	3418	2021-10-01 07:17
2909	3428	2021-10-01 08:11
2910	3461	2021-10-02 00:37
2911	3468	2021-10-02 03:25
2912	3472	2021-10-02 02:55
2913	3494	2021-10-02 12:38
2914	3496	2021-10-02 04:12
2915	3499	2021-10-03 08:43
2916	3502	2021-10-03 14:13
2917	3511	2021-10-03 22:31
2918	3545	2021-10-03 17:35
2919	3546	2021-10-03 00:44
2920	3548	2021-10-03 01:11
2921	3559	2021-10-04 09:19
2922	3585	2021-10-04 19:07
2923	3587	2021-10-04 04:03
2924	3588	2021-10-04 12:20
2925	3601	2021-10-04 20:17
2926	3617	2021-10-05 16:57
2927	3630	2021-10-05 10:35
2928	3643	2021-10-05 11:01
2929	3646	2021-10-05 22:35
2930	3650	2021-10-05 00:37
2931	3659	2021-10-05 20:17
2932	11	2021-08-01 21:27
2933	13	2021-08-01 22:57
2934	14	2021-08-01 09:27
2935	21	2021-08-01 09:13
2936	42	2021-08-01 11:12
2937	60	2021-08-02 16:35
2938	66	2021-08-02 07:13
2939	74	2021-08-02 11:31
2940	79	2021-08-02 03:38
2941	80	2021-08-02 03:28
2942	92	2021-08-02 22:15
2943	119	2021-08-03 11:53
2944	135	2021-08-03 08:15
2945	147	2021-08-03 20:09
2946	152	2021-08-03 00:08
2947	161	2021-08-03 19:21
2948	167	2021-08-04 02:11
2949	169	2021-08-04 01:44
2950	178	2021-08-04 13:23
2951	196	2021-08-04 20:08
2952	198	2021-08-04 19:06
2953	224	2021-08-05 12:10
2954	229	2021-08-05 01:11
2955	230	2021-08-05 11:04
2956	238	2021-08-05 23:46
2957	252	2021-08-05 05:27
2958	260	2021-08-05 19:00
2959	279	2021-08-06 09:42
2960	281	2021-08-06 11:55
2961	286	2021-08-06 06:15
2962	293	2021-08-06 00:30
2963	309	2021-08-06 18:37
2964	321	2021-08-06 04:31
2965	353	2021-08-07 01:14
2966	358	2021-08-07 18:33
2967	366	2021-08-07 00:06
2968	375	2021-08-07 17:48
2969	376	2021-08-07 21:40
2970	386	2021-08-08 21:20
2971	388	2021-08-08 15:23
2972	410	2021-08-08 01:47
2973	434	2021-08-08 06:38
2974	437	2021-08-08 21:14
2975	442	2021-08-09 07:00
2976	467	2021-08-09 19:44
2977	473	2021-08-09 12:55
2978	481	2021-08-09 10:06
2979	483	2021-08-09 10:41
2980	489	2021-08-09 13:48
2981	499	2021-08-10 13:16
2982	509	2021-08-10 01:05
2983	521	2021-08-10 14:13
2984	531	2021-08-10 20:12
2985	535	2021-08-10 10:29
2986	540	2021-08-10 22:34
2987	575	2021-08-11 07:06
2988	576	2021-08-11 17:49
2989	590	2021-08-11 09:46
2990	592	2021-08-11 21:04
2991	602	2021-08-11 18:17
2992	610	2021-08-12 09:47
2993	620	2021-08-12 21:26
2994	625	2021-08-12 07:26
2995	631	2021-08-12 02:39
2996	639	2021-08-12 09:28
2997	643	2021-08-12 23:22
2998	692	2021-08-13 00:02
2999	694	2021-08-13 13:25
3000	700	2021-08-13 17:48
3001	706	2021-08-13 03:36
3002	707	2021-08-13 09:41
3003	715	2021-08-13 15:58
3004	724	2021-08-14 05:51
3005	738	2021-08-14 04:23
3006	764	2021-08-14 19:19
3007	769	2021-08-14 18:35
3008	777	2021-08-14 08:09
3009	778	2021-08-14 04:54
3010	804	2021-08-15 08:55
3011	805	2021-08-15 07:55
3012	808	2021-08-15 15:50
3013	817	2021-08-15 16:13
3014	829	2021-08-15 04:57
3015	833	2021-08-16 18:17
3016	836	2021-08-16 06:18
3017	842	2021-08-16 01:31
3018	848	2021-08-16 13:07
3019	877	2021-08-16 16:37
3020	887	2021-08-17 00:26
3021	904	2021-08-17 11:24
3022	914	2021-08-17 12:03
3023	923	2021-08-17 07:14
3024	938	2021-08-17 04:56
3025	939	2021-08-17 18:27
3026	942	2021-08-18 13:51
3027	969	2021-08-18 00:26
3028	977	2021-08-18 15:57
3029	989	2021-08-18 04:13
3030	990	2021-08-18 08:21
3031	1000	2021-08-19 08:47
3032	1027	2021-08-19 11:22
3033	1032	2021-08-19 09:39
3034	1033	2021-08-19 12:15
3035	1041	2021-08-19 09:54
3036	1051	2021-08-19 05:59
3037	1060	2021-08-20 23:44
3038	1062	2021-08-20 07:50
3039	1088	2021-08-20 09:28
3040	1093	2021-08-20 21:30
3041	1098	2021-08-20 11:31
3042	1120	2021-08-21 21:54
3043	1124	2021-08-21 11:58
3044	1129	2021-08-21 09:47
3045	1144	2021-08-21 00:10
3046	1149	2021-08-21 08:21
3047	1157	2021-08-22 13:12
3048	1181	2021-08-22 10:23
3049	1189	2021-08-22 03:12
3050	1198	2021-08-22 16:42
3051	1206	2021-08-22 21:46
3052	1209	2021-08-22 18:46
3053	1224	2021-08-23 10:42
3054	1230	2021-08-23 22:56
3055	1238	2021-08-23 17:16
3056	1244	2021-08-23 00:39
3057	1265	2021-08-23 17:27
3058	1284	2021-08-24 08:30
3059	1285	2021-08-24 00:29
3060	1292	2021-08-24 07:26
3061	1296	2021-08-24 17:45
3062	1317	2021-08-24 12:23
3063	1320	2021-08-24 21:17
3064	1338	2021-08-25 06:37
3065	1345	2021-08-25 03:54
3066	1360	2021-08-25 05:15
3067	1361	2021-08-25 02:59
3068	1368	2021-08-25 07:04
3069	1371	2021-08-25 08:03
3070	1406	2021-08-26 08:26
3071	1408	2021-08-26 10:05
3072	1416	2021-08-26 09:56
3073	1424	2021-08-26 08:48
3074	1431	2021-08-26 08:09
3075	1445	2021-08-27 03:08
3076	1448	2021-08-27 02:19
3077	1450	2021-08-27 20:24
3078	1462	2021-08-27 00:35
3079	1478	2021-08-27 03:25
3080	1490	2021-08-28 00:42
3081	1501	2021-08-28 16:33
3082	1506	2021-08-28 22:08
3083	1517	2021-08-28 13:19
3084	1525	2021-08-28 21:57
3085	1528	2021-08-28 12:50
3086	1551	2021-08-29 19:30
3087	1555	2021-08-29 08:02
3088	1571	2021-08-29 04:56
3089	1582	2021-08-29 06:22
3090	1592	2021-08-29 14:46
3091	1607	2021-08-30 11:38
3092	1617	2021-08-30 18:08
3093	1622	2021-08-30 21:29
3094	1628	2021-08-30 02:38
3095	1645	2021-08-30 13:56
3096	1659	2021-08-31 15:39
3097	1667	2021-08-31 11:41
3098	1670	2021-08-31 04:06
3099	1677	2021-08-31 17:45
3100	1682	2021-08-31 06:21
3101	1690	2021-08-31 15:42
3102	1725	2021-09-01 04:16
3103	1734	2021-09-01 15:54
3104	1745	2021-09-01 05:16
3105	1750	2021-09-01 04:26
3106	1757	2021-09-01 17:45
3107	1761	2021-09-02 06:46
3108	1762	2021-09-02 13:04
3109	1777	2021-09-02 12:30
3110	1790	2021-09-02 13:52
3111	1801	2021-09-02 21:17
3112	1802	2021-09-02 05:51
3113	1834	2021-09-03 21:31
3114	1838	2021-09-03 09:48
3115	1839	2021-09-03 00:57
3116	1848	2021-09-03 16:46
3117	1850	2021-09-03 20:35
3118	1858	2021-09-03 09:46
3119	1871	2021-09-04 23:09
3120	1873	2021-09-04 23:26
3121	1877	2021-09-04 10:05
3122	1909	2021-09-04 20:40
3123	1921	2021-09-04 00:09
3124	1942	2021-09-05 19:21
3125	1944	2021-09-05 22:47
3126	1953	2021-09-05 22:12
3127	1962	2021-09-05 06:03
3128	1975	2021-09-05 07:06
3129	1978	2021-09-05 03:51
3130	1983	2021-09-06 22:37
3131	1988	2021-09-06 02:45
3132	2000	2021-09-06 09:06
3133	2005	2021-09-06 05:37
3134	2032	2021-09-06 19:44
3135	2040	2021-09-06 18:46
3136	2049	2021-09-07 02:14
3137	2075	2021-09-07 09:45
3138	2078	2021-09-07 06:39
3139	2080	2021-09-07 12:13
3140	2085	2021-09-07 15:59
3141	2096	2021-09-08 12:48
3142	2100	2021-09-08 18:17
3143	2117	2021-09-08 23:29
3144	2133	2021-09-08 09:33
3145	2138	2021-09-08 21:41
3146	2149	2021-09-08 11:29
3147	2155	2021-09-09 21:47
3148	2170	2021-09-09 19:56
3149	2176	2021-09-09 06:00
3150	2189	2021-09-09 13:10
3151	2194	2021-09-09 01:12
3152	2197	2021-09-09 23:20
3153	2217	2021-09-10 14:01
3154	2223	2021-09-10 22:09
3155	2241	2021-09-10 14:44
3156	2253	2021-09-10 00:24
3157	2259	2021-09-10 14:39
3158	2277	2021-09-11 02:20
3159	2282	2021-09-11 21:23
3160	2290	2021-09-11 07:55
3161	2298	2021-09-11 12:40
3162	2311	2021-09-11 11:34
3163	2323	2021-09-11 21:01
3164	2338	2021-09-12 13:04
3165	2339	2021-09-12 19:10
3166	2340	2021-09-12 16:27
3167	2348	2021-09-12 17:44
3168	2350	2021-09-12 18:08
3169	2360	2021-09-12 08:06
3170	2384	2021-09-13 19:52
3171	2396	2021-09-13 19:43
3172	2400	2021-09-13 08:29
3173	2403	2021-09-13 23:39
3174	2429	2021-09-13 06:43
3175	2445	2021-09-14 20:55
3176	2450	2021-09-14 02:40
3177	2464	2021-09-14 22:01
3178	2469	2021-09-14 07:27
3179	2475	2021-09-14 05:46
3180	2484	2021-09-14 13:56
3181	2503	2021-09-15 13:39
3182	2507	2021-09-15 19:55
3183	2526	2021-09-15 23:37
3184	2531	2021-09-15 17:39
3185	2535	2021-09-15 14:10
3186	2543	2021-09-15 01:53
3187	2554	2021-09-16 07:02
3188	2555	2021-09-16 18:32
3189	2565	2021-09-16 06:21
3190	2571	2021-09-16 17:25
3191	2587	2021-09-16 04:54
3192	2610	2021-09-17 10:51
3193	2631	2021-09-17 05:40
3194	2642	2021-09-17 11:06
3195	2651	2021-09-17 12:10
3196	2655	2021-09-17 22:57
3197	2659	2021-09-17 20:36
3198	2663	2021-09-18 21:25
3199	2679	2021-09-18 16:50
3200	2686	2021-09-18 04:12
3201	2709	2021-09-18 09:49
3202	2710	2021-09-18 11:58
3203	2718	2021-09-19 20:32
3204	2722	2021-09-19 06:03
3205	2732	2021-09-19 02:00
3206	2744	2021-09-19 08:54
3207	2751	2021-09-19 02:46
3208	2753	2021-09-19 02:15
3209	2778	2021-09-20 14:15
3210	2780	2021-09-20 05:10
3211	2788	2021-09-20 19:58
3212	2817	2021-09-20 07:07
3213	2826	2021-09-20 19:15
3214	2827	2021-09-20 20:22
3215	2831	2021-09-21 19:52
3216	2846	2021-09-21 00:26
3217	2850	2021-09-21 17:39
3218	2865	2021-09-21 01:02
3219	2867	2021-09-21 12:44
3220	2886	2021-09-22 14:20
3221	2888	2021-09-22 15:01
3222	2898	2021-09-22 05:25
3223	2910	2021-09-22 22:29
3224	2916	2021-09-22 07:00
3225	2944	2021-09-22 19:24
3226	2947	2021-09-23 12:25
3227	2958	2021-09-23 12:11
3228	2965	2021-09-23 11:00
3229	2982	2021-09-23 04:32
3230	2989	2021-09-23 04:50
3231	3001	2021-09-23 04:42
3232	3007	2021-09-24 00:47
3233	3039	2021-09-24 19:52
3234	3041	2021-09-24 16:28
3235	3052	2021-09-24 18:12
3236	3054	2021-09-24 13:57
3237	3061	2021-09-25 00:43
3238	3064	2021-09-25 07:35
3239	3066	2021-09-25 01:03
3240	3098	2021-09-25 20:03
3241	3103	2021-09-25 05:08
3242	3107	2021-09-25 23:11
3243	3120	2021-09-26 13:37
3244	3121	2021-09-26 10:38
3245	3144	2021-09-26 07:06
3246	3145	2021-09-26 16:56
3247	3150	2021-09-26 16:22
3248	3171	2021-09-27 20:22
3249	3188	2021-09-27 19:36
3250	3202	2021-09-27 02:43
3251	3206	2021-09-27 20:29
3252	3216	2021-09-27 11:35
3253	3221	2021-09-28 22:39
3254	3228	2021-09-28 04:36
3255	3234	2021-09-28 16:54
3256	3241	2021-09-28 21:05
3257	3253	2021-09-28 04:10
3258	3260	2021-09-28 07:22
3259	3277	2021-09-29 01:13
3260	3280	2021-09-29 09:49
3261	3298	2021-09-29 16:59
3262	3304	2021-09-29 20:15
3263	3325	2021-09-29 07:41
3264	3334	2021-09-29 20:17
3265	3354	2021-09-30 10:03
3266	3355	2021-09-30 01:21
3267	3356	2021-09-30 03:13
3268	3369	2021-09-30 06:59
3269	3371	2021-09-30 07:35
3270	3375	2021-09-30 23:11
3271	3399	2021-10-01 11:01
3272	3420	2021-10-01 18:38
3273	3422	2021-10-01 04:58
3274	3431	2021-10-01 14:41
3275	3444	2021-10-01 21:08
3276	3452	2021-10-02 14:08
3277	3459	2021-10-02 16:58
3278	3488	2021-10-02 07:37
3279	3491	2021-10-02 00:15
3280	3492	2021-10-02 06:48
3281	3506	2021-10-03 01:02
3282	3508	2021-10-03 21:13
3283	3515	2021-10-03 05:33
3284	3517	2021-10-03 01:20
3285	3522	2021-10-03 20:48
3286	3529	2021-10-03 15:07
3287	3560	2021-10-04 22:07
3288	3566	2021-10-04 10:13
3289	3574	2021-10-04 22:17
3290	3584	2021-10-04 17:12
3291	3602	2021-10-04 11:14
3292	3608	2021-10-05 21:15
3293	3616	2021-10-05 15:42
3294	3628	2021-10-05 00:46
3295	3634	2021-10-05 10:34
3296	3635	2021-10-05 02:07
3297	3654	2021-10-05 03:24
3298	3	2021-08-01 00:51
3299	10	2021-08-01 08:43
3300	22	2021-08-01 05:05
3301	27	2021-08-01 17:07
3302	35	2021-08-01 02:48
3303	67	2021-08-02 00:21
3304	81	2021-08-02 03:46
3305	88	2021-08-02 11:20
3306	89	2021-08-02 19:44
3307	98	2021-08-02 09:53
3308	101	2021-08-02 11:57
3309	116	2021-08-03 01:02
3310	118	2021-08-03 13:23
3311	131	2021-08-03 17:48
3312	146	2021-08-03 23:57
3313	154	2021-08-03 00:56
3314	166	2021-08-04 06:33
3315	171	2021-08-04 01:51
3316	201	2021-08-04 09:22
3317	202	2021-08-04 02:08
3318	205	2021-08-04 04:17
3319	226	2021-08-05 21:45
3320	227	2021-08-05 08:10
3321	242	2021-08-05 15:01
3322	247	2021-08-05 15:37
3323	262	2021-08-05 01:32
3324	268	2021-08-05 16:30
3325	278	2021-08-06 02:04
3326	280	2021-08-06 20:32
3327	282	2021-08-06 09:49
3328	288	2021-08-06 17:52
3329	299	2021-08-06 09:16
3330	334	2021-08-07 21:36
3331	344	2021-08-07 04:36
3332	345	2021-08-07 05:16
3333	350	2021-08-07 12:00
3334	357	2021-08-07 21:42
3335	365	2021-08-07 04:40
3336	385	2021-08-08 22:53
3337	407	2021-08-08 15:58
3338	416	2021-08-08 15:17
3339	419	2021-08-08 04:48
3340	430	2021-08-08 06:19
3341	451	2021-08-09 09:24
3342	453	2021-08-09 19:31
3343	462	2021-08-09 17:28
3344	471	2021-08-09 17:28
3345	479	2021-08-09 14:49
3346	494	2021-08-09 14:23
3347	500	2021-08-10 13:50
3348	503	2021-08-10 18:52
3349	529	2021-08-10 20:45
3350	532	2021-08-10 17:02
3351	536	2021-08-10 04:23
3352	538	2021-08-10 01:31
3353	556	2021-08-11 17:44
3354	564	2021-08-11 10:09
3355	569	2021-08-11 15:49
3356	571	2021-08-11 03:32
3357	581	2021-08-11 20:50
3358	613	2021-08-12 19:49
3359	614	2021-08-12 02:28
3360	618	2021-08-12 22:38
3361	641	2021-08-12 13:00
3362	654	2021-08-12 11:07
3363	656	2021-08-12 07:15
3364	666	2021-08-13 23:12
3365	668	2021-08-13 14:39
3366	688	2021-08-13 09:24
3367	690	2021-08-13 04:55
3368	714	2021-08-13 03:41
3369	719	2021-08-13 05:16
3370	723	2021-08-14 07:07
3371	728	2021-08-14 19:49
3372	745	2021-08-14 23:30
3373	754	2021-08-14 16:11
3374	757	2021-08-14 01:59
3375	779	2021-08-14 14:57
3376	785	2021-08-15 16:29
3377	789	2021-08-15 17:11
3378	802	2021-08-15 08:11
3379	812	2021-08-15 02:04
3380	824	2021-08-15 12:00
3381	849	2021-08-16 17:30
3382	858	2021-08-16 09:56
3383	861	2021-08-16 05:57
3384	876	2021-08-16 23:56
3385	878	2021-08-16 01:50
3386	893	2021-08-17 13:39
3387	910	2021-08-17 15:45
3388	917	2021-08-17 19:38
3389	918	2021-08-17 04:43
3390	922	2021-08-17 21:45
3391	932	2021-08-17 19:00
3392	946	2021-08-18 21:30
3393	960	2021-08-18 00:59
3394	965	2021-08-18 15:57
3395	971	2021-08-18 05:12
3396	974	2021-08-18 11:57
3397	1009	2021-08-19 16:32
3398	1024	2021-08-19 07:16
3399	1036	2021-08-19 12:51
3400	1040	2021-08-19 00:27
3401	1042	2021-08-19 12:23
3402	1046	2021-08-19 12:32
3403	1066	2021-08-20 00:39
3404	1070	2021-08-20 09:54
3405	1080	2021-08-20 21:01
3406	1085	2021-08-20 04:16
