pu_No	s_No	p_No	u_No	pu_Count	pu_Price	pu_Date
1876	6	82	25	17	69700	2021-09-04
1887	6	62	14	24	76800	2021-09-04
1902	6	130	8	21	37800	2021-09-04
1907	6	287	30	4	12000	2021-09-04
1919	6	293	13	27	27000	2021-09-04
1920	6	175	4	16	19200	2021-09-04
1943	6	162	12	30	60000	2021-09-05
1946	6	152	4	20	36000	2021-09-05
1949	6	147	19	5	5000	2021-09-05
1961	6	82	10	17	69700	2021-09-05
1967	6	275	40	1	1000	2021-09-05
1987	6	221	21	26	75400	2021-09-06
1992	6	275	36	23	23000	2021-09-06
1993	6	101	6	13	63700	2021-09-06
1999	6	252	9	23	34500	2021-09-06
2007	6	52	23	24	57600	2021-09-06
2038	6	59	9	21	46200	2021-09-06
2043	6	138	10	26	46800	2021-09-07
2044	6	235	36	19	79800	2021-09-07
2052	6	215	17	19	91200	2021-09-07
2059	6	207	11	27	129600	2021-09-07
2093	6	84	23	30	123000	2021-09-07
2103	6	257	2	28	64400	2021-09-08
2110	6	99	40	25	75000	2021-09-08
2115	6	120	5	12	18000	2021-09-08
2134	6	18	29	20	90000	2021-09-08
2144	6	223	10	4	19200	2021-09-08
2147	6	44	30	28	25200	2021-09-08
2172	6	52	38	1	2400	2021-09-09
2186	6	226	28	23	80500	2021-09-09
2199	6	28	38	25	32500	2021-09-09
2202	6	283	17	23	69000	2021-09-09
2207	6	25	23	16	22400	2021-09-09
2208	6	287	16	8	24000	2021-09-09
2215	6	14	20	4	6400	2021-09-10
2225	6	67	9	12	42000	2021-09-10
2238	6	227	10	3	16200	2021-09-10
2245	6	7	34	10	50000	2021-09-10
2246	6	208	6	11	52800	2021-09-10
2263	6	188	1	9	18000	2021-09-10
2287	6	190	30	20	32000	2021-09-11
2288	6	205	2	2	9600	2021-09-11
2293	6	212	15	17	59500	2021-09-11
2303	6	267	18	14	21000	2021-09-11
2316	6	136	2	20	20000	2021-09-11
2329	6	54	4	12	34800	2021-09-12
2347	6	133	9	8	14400	2021-09-12
2362	6	271	33	29	69600	2021-09-12
2371	6	277	2	19	19000	2021-09-12
2372	6	8	8	29	87000	2021-09-12
2377	6	115	25	6	29400	2021-09-12
2381	6	190	27	13	20800	2021-09-13
2388	6	28	9	3	3900	2021-09-13
2392	6	156	13	16	40000	2021-09-13
2419	6	169	5	25	45000	2021-09-13
2424	6	217	14	7	22400	2021-09-13
2439	6	239	28	10	48000	2021-09-14
2447	6	197	16	1	6500	2021-09-14
2455	6	149	37	22	39600	2021-09-14
2465	6	12	10	18	36000	2021-09-14
2473	6	273	23	23	34500	2021-09-14
2476	6	226	7	23	80500	2021-09-14
2496	6	269	1	18	43200	2021-09-15
2505	6	118	31	19	74100	2021-09-15
2514	6	199	28	12	16800	2021-09-15
2528	6	70	6	3	10500	2021-09-15
2530	6	292	31	19	28500	2021-09-15
2549	6	202	25	21	31500	2021-09-15
2557	6	244	35	9	18000	2021-09-16
2559	6	126	22	10	116000	2021-09-16
2560	6	203	23	12	32400	2021-09-16
2563	6	125	21	15	174000	2021-09-16
2592	6	69	15	12	22800	2021-09-16
2608	6	213	31	23	149500	2021-09-17
2621	6	150	6	23	27600	2021-09-17
2623	6	166	4	6	7200	2021-09-17
2633	6	297	11	9	13500	2021-09-17
2636	6	30	40	5	10000	2021-09-17
2652	6	232	34	18	86400	2021-09-17
2672	6	37	21	6	9000	2021-09-18
2685	6	104	40	20	394000	2021-09-18
2690	6	36	24	1	1500	2021-09-18
2701	6	279	23	6	6000	2021-09-18
2705	6	116	7	5	11000	2021-09-18
2719	6	210	39	15	72000	2021-09-19
2725	6	115	37	3	14700	2021-09-19
2727	6	289	16	22	44000	2021-09-19
2728	6	278	20	13	19500	2021-09-19
2730	6	259	33	12	22800	2021-09-19
2766	6	56	32	21	60900	2021-09-19
2787	6	201	13	24	156000	2021-09-20
2795	6	276	14	4	4000	2021-09-20
2803	6	254	33	10	15000	2021-09-20
2804	6	89	8	19	62700	2021-09-20
2807	6	40	30	7	27300	2021-09-20
2809	6	36	4	19	28500	2021-09-20
2842	6	134	16	16	28800	2021-09-21
2844	6	101	22	7	34300	2021-09-21
2870	6	149	32	10	18000	2021-09-21
2881	6	49	1	22	48400	2021-09-21
2882	6	210	36	1	4800	2021-09-21
2891	6	77	11	15	66000	2021-09-22
2900	6	93	3	10	125000	2021-09-22
2904	6	227	11	5	27000	2021-09-22
2907	6	204	1	20	20000	2021-09-22
2909	6	156	30	14	35000	2021-09-22
2924	6	86	12	14	222600	2021-09-22
2949	6	245	23	25	30000	2021-09-23
2954	6	131	33	7	14000	2021-09-23
2956	6	246	25	25	30000	2021-09-23
2959	6	209	10	29	121800	2021-09-23
2987	6	194	3	21	73500	2021-09-23
2999	6	225	35	21	157500	2021-09-23
3018	6	4	39	25	25000	2021-09-24
3019	6	70	30	29	101500	2021-09-24
3029	6	194	24	27	94500	2021-09-24
3044	6	271	2	4	9600	2021-09-24
3056	6	24	10	21	31500	2021-09-24
3060	6	61	6	30	60000	2021-09-25
3065	6	221	6	8	23200	2021-09-25
3092	6	196	29	13	50700	2021-09-25
3097	6	199	29	28	39200	2021-09-25
3104	6	176	22	11	11000	2021-09-25
3106	6	105	24	10	125000	2021-09-25
3127	6	128	6	2	3000	2021-09-26
3146	6	237	4	14	67200	2021-09-26
3151	6	143	28	20	20000	2021-09-26
3157	6	41	10	3	5100	2021-09-26
3166	6	281	27	4	12000	2021-09-26
3170	6	296	27	2	3000	2021-09-27
3180	6	137	1	18	32400	2021-09-27
3181	6	220	17	7	24500	2021-09-27
3183	6	13	15	13	19500	2021-09-27
3186	6	39	38	7	17500	2021-09-27
3217	6	230	7	23	110400	2021-09-27
3236	6	166	30	25	30000	2021-09-28
3240	6	187	19	25	50000	2021-09-28
3243	6	244	9	5	10000	2021-09-28
3268	6	48	1	18	34200	2021-09-28
3273	6	77	32	1	4400	2021-09-28
3285	6	230	12	10	48000	2021-09-29
3289	6	9	38	5	12500	2021-09-29
3291	6	19	27	11	24200	2021-09-29
3302	6	202	18	1	1500	2021-09-29
3328	6	229	1	2	9600	2021-09-29
3333	6	237	14	12	57600	2021-09-29
3343	6	62	11	3	9600	2021-09-30
3345	6	200	39	2	9600	2021-09-30
3346	6	33	25	4	6000	2021-09-30
3366	6	46	33	26	49400	2021-09-30
3389	6	292	40	25	37500	2021-09-30
3393	6	185	33	16	32000	2021-09-30
3397	6	129	8	2	3000	2021-10-01
3400	6	173	21	28	70000	2021-10-01
3419	6	34	2	27	54000	2021-10-01
3424	6	224	17	2	9600	2021-10-01
3434	6	249	29	28	61600	2021-10-01
3443	6	27	12	30	30000	2021-10-01
3451	6	218	11	4	12800	2021-10-02
3463	6	20	9	2	3600	2021-10-02
3466	6	15	40	24	24000	2021-10-02
3493	6	224	1	28	134400	2021-10-02
3495	6	99	22	10	30000	2021-10-02
3507	6	21	4	3	4500	2021-10-03
3525	6	44	20	21	18900	2021-10-03
3528	6	22	19	10	25000	2021-10-03
3534	6	114	25	30	105000	2021-10-03
3554	6	20	24	19	34200	2021-10-03
3571	6	196	39	8	31200	2021-10-04
3575	6	47	29	24	45600	2021-10-04
3581	6	264	9	27	67500	2021-10-04
3586	6	105	35	20	250000	2021-10-04
3597	6	169	15	15	27000	2021-10-04
3611	6	295	19	6	9000	2021-10-05
3623	6	241	7	3	5400	2021-10-05
3625	6	13	3	30	45000	2021-10-05
3627	6	166	33	8	9600	2021-10-05
3655	6	199	10	10	14000	2021-10-05
3658	6	265	25	24	96000	2021-10-05
15	7	161	8	18	45000	2021-08-01
18	7	129	4	29	43500	2021-08-01
38	7	44	5	7	6300	2021-08-01
44	7	48	5	20	38000	2021-08-01
47	7	216	40	12	57600	2021-08-01
58	7	34	12	28	56000	2021-08-01
61	7	58	16	25	55000	2021-08-02
64	7	115	27	15	73500	2021-08-02
94	7	153	4	11	11000	2021-08-02
100	7	299	29	25	25000	2021-08-02
110	7	295	1	20	30000	2021-08-02
149	7	293	29	6	6000	2021-08-03
156	7	233	6	20	84000	2021-08-03
157	7	136	21	8	8000	2021-08-03
158	7	175	1	8	9600	2021-08-03
160	7	286	3	18	27000	2021-08-03
165	7	254	12	2	3000	2021-08-04
170	7	38	39	16	40000	2021-08-04
188	7	239	2	15	72000	2021-08-04
208	7	182	19	4	14000	2021-08-04
213	7	256	25	7	16100	2021-08-04
215	7	292	9	5	7500	2021-08-04
219	7	261	34	4	6800	2021-08-05
221	7	110	31	3	6000	2021-08-05
241	7	106	17	7	87500	2021-08-05
243	7	167	4	30	36000	2021-08-05
248	7	262	2	16	27200	2021-08-05
276	7	193	1	9	12600	2021-08-05
287	7	80	23	16	86400	2021-08-06
296	7	75	38	12	24000	2021-08-06
302	7	152	2	5	9000	2021-08-06
312	7	154	17	20	20000	2021-08-06
325	7	234	12	21	100800	2021-08-06
336	7	55	32	16	17600	2021-08-07
359	7	40	21	1	3900	2021-08-07
361	7	133	22	29	52200	2021-08-07
380	7	198	16	24	93600	2021-08-07
381	7	127	26	24	36000	2021-08-07
382	7	33	32	5	7500	2021-08-08
402	7	52	39	16	38400	2021-08-08
408	7	110	10	6	12000	2021-08-08
413	7	142	20	9	9000	2021-08-08
415	7	207	26	30	144000	2021-08-08
436	7	299	1	14	14000	2021-08-08
461	7	162	13	10	20000	2021-08-09
463	7	123	8	29	130500	2021-08-09
464	7	192	19	30	60000	2021-08-09
474	7	181	34	12	42000	2021-08-09
482	7	159	20	18	32400	2021-08-09
512	7	142	32	8	8000	2021-08-10
517	7	173	2	23	57500	2021-08-10
519	7	226	23	20	70000	2021-08-10
520	7	114	14	20	70000	2021-08-10
528	7	249	8	12	26400	2021-08-10
554	7	255	29	17	30600	2021-08-10
583	7	71	21	6	23400	2021-08-11
585	7	126	28	28	324800	2021-08-11
593	7	128	25	26	39000	2021-08-11
594	7	183	24	3	6000	2021-08-11
598	7	26	36	23	32200	2021-08-11
605	7	216	36	7	33600	2021-08-11
624	7	222	21	29	139200	2021-08-12
634	7	154	33	27	27000	2021-08-12
638	7	182	2	23	80500	2021-08-12
645	7	200	33	14	67200	2021-08-12
657	7	37	4	14	21000	2021-08-12
675	7	118	8	22	85800	2021-08-13
677	7	232	3	5	24000	2021-08-13
684	7	180	2	28	33600	2021-08-13
687	7	237	5	26	124800	2021-08-13
709	7	43	4	27	29700	2021-08-13
716	7	136	5	7	7000	2021-08-13
736	7	284	39	11	16500	2021-08-14
746	7	245	16	24	28800	2021-08-14
755	7	131	40	11	22000	2021-08-14
758	7	251	22	17	25500	2021-08-14
760	7	199	2	27	37800	2021-08-14
761	7	256	9	5	11500	2021-08-14
786	7	237	1	24	115200	2021-08-15
790	7	37	19	12	18000	2021-08-15
809	7	268	21	3	4500	2021-08-15
823	7	102	17	16	48000	2021-08-15
831	7	11	7	17	30600	2021-08-15
837	7	11	12	3	5400	2021-08-16
853	7	181	22	16	56000	2021-08-16
869	7	243	10	27	48600	2021-08-16
871	7	38	30	10	25000	2021-08-16
873	7	161	35	29	72500	2021-08-16
901	7	208	18	30	144000	2021-08-17
906	7	267	8	1	1500	2021-08-17
921	7	188	16	23	46000	2021-08-17
930	7	98	10	30	150000	2021-08-17
934	7	213	25	25	162500	2021-08-17
936	7	227	23	3	16200	2021-08-17
950	7	223	26	3	14400	2021-08-18
966	7	182	20	29	101500	2021-08-18
979	7	18	19	20	90000	2021-08-18
982	7	67	14	1	3500	2021-08-18
984	7	241	33	26	46800	2021-08-18
998	7	208	23	5	24000	2021-08-19
1002	7	44	9	18	16200	2021-08-19
1011	7	294	40	15	22500	2021-08-19
1012	7	143	36	10	10000	2021-08-19
1016	7	212	16	18	63000	2021-08-19
1019	7	268	19	28	42000	2021-08-19
1058	7	195	33	18	106200	2021-08-20
1075	7	96	30	20	42000	2021-08-20
1087	7	170	28	12	21600	2021-08-20
1094	7	58	8	7	15400	2021-08-20
1100	7	161	37	24	60000	2021-08-20
1110	7	50	4	10	25000	2021-08-21
1112	7	295	27	19	28500	2021-08-21
1123	7	228	15	3	16200	2021-08-21
1141	7	172	11	18	32400	2021-08-21
1146	7	65	26	14	39200	2021-08-21
1154	7	185	33	17	34000	2021-08-22
1155	7	142	5	8	8000	2021-08-22
1159	7	48	13	17	32300	2021-08-22
1162	7	115	38	13	63700	2021-08-22
1185	7	177	37	17	30600	2021-08-22
1202	7	195	3	3	17700	2021-08-22
1225	7	285	5	4	6000	2021-08-23
1228	7	128	14	22	33000	2021-08-23
1232	7	11	2	30	54000	2021-08-23
1256	7	197	16	30	195000	2021-08-23
1264	7	137	1	3	5400	2021-08-23
1272	7	177	35	9	16200	2021-08-24
1281	7	240	10	25	105000	2021-08-24
1300	7	258	36	19	95000	2021-08-24
1314	7	20	40	21	37800	2021-08-24
1316	7	69	11	17	32300	2021-08-24
1324	7	233	15	24	100800	2021-08-24
1334	7	43	18	29	31900	2021-08-25
1352	7	39	23	7	17500	2021-08-25
1353	7	160	32	1	1800	2021-08-25
1363	7	77	32	7	30800	2021-08-25
1378	7	81	8	5	20500	2021-08-25
1381	7	116	34	15	33000	2021-08-25
1392	7	154	35	19	19000	2021-08-26
1399	7	170	7	17	30600	2021-08-26
1403	7	125	24	20	232000	2021-08-26
1404	7	271	28	7	16800	2021-08-26
1428	7	33	33	17	25500	2021-08-26
1441	7	142	37	5	5000	2021-08-27
1446	7	205	27	26	124800	2021-08-27
1457	7	68	32	28	81200	2021-08-27
1459	7	187	19	13	26000	2021-08-27
1465	7	45	17	27	24300	2021-08-27
1491	7	14	8	7	11200	2021-08-28
1508	7	12	28	30	60000	2021-08-28
1511	7	64	17	17	59500	2021-08-28
1521	7	295	3	26	39000	2021-08-28
1540	7	18	9	10	45000	2021-08-28
1542	7	13	18	27	40500	2021-08-28
1544	7	190	36	18	28800	2021-08-29
1545	7	195	40	20	118000	2021-08-29
1566	7	83	18	30	123000	2021-08-29
1580	7	49	33	27	59400	2021-08-29
1594	7	3	3	6	6000	2021-08-29
1605	7	36	6	17	25500	2021-08-30
1612	7	119	39	4	6000	2021-08-30
1620	7	29	19	27	27000	2021-08-30
1633	7	157	3	11	13200	2021-08-30
1638	7	117	24	9	19800	2021-08-30
1639	7	8	12	4	12000	2021-08-30
1651	7	212	37	9	31500	2021-08-31
1652	7	105	38	13	162500	2021-08-31
1653	7	223	24	2	9600	2021-08-31
1678	7	19	21	7	15400	2021-08-31
1692	7	283	26	21	63000	2021-08-31
1712	7	296	16	29	43500	2021-09-01
1726	7	47	35	2	3800	2021-09-01
1733	7	268	9	17	25500	2021-09-01
1737	7	286	7	2	3000	2021-09-01
1752	7	171	39	18	32400	2021-09-01
1753	7	297	21	22	33000	2021-09-01
1766	7	177	15	21	37800	2021-09-02
1770	7	1	8	30	60000	2021-09-02
1781	7	152	2	26	46800	2021-09-02
1797	7	164	30	26	26000	2021-09-02
1807	7	98	33	22	110000	2021-09-02
1813	7	254	40	28	42000	2021-09-02
1824	7	174	3	23	57500	2021-09-03
1829	7	19	4	3	6600	2021-09-03
1845	7	116	23	8	17600	2021-09-03
1862	7	180	33	4	4800	2021-09-03
1866	7	214	38	24	24000	2021-09-03
1872	7	112	28	6	43800	2021-09-04
1882	7	1	25	25	50000	2021-09-04
1897	7	258	25	6	30000	2021-09-04
1924	7	15	25	4	4000	2021-09-04
1925	7	37	40	23	34500	2021-09-04
1931	7	15	7	30	30000	2021-09-05
1937	7	64	27	7	24500	2021-09-05
1956	7	1	40	4	8000	2021-09-05
1958	7	238	11	9	43200	2021-09-05
1966	7	256	27	18	41400	2021-09-05
1973	7	234	7	12	57600	2021-09-05
2015	7	84	37	30	123000	2021-09-06
2016	7	166	12	14	16800	2021-09-06
2020	7	291	4	26	39000	2021-09-06
2022	7	146	13	14	14000	2021-09-06
2026	7	138	31	16	28800	2021-09-06
2033	7	123	6	24	108000	2021-09-06
2054	7	154	11	26	26000	2021-09-07
2069	7	284	5	14	21000	2021-09-07
2070	7	20	33	3	5400	2021-09-07
2072	7	171	16	23	41400	2021-09-07
2090	7	172	7	30	54000	2021-09-07
2106	7	204	9	5	5000	2021-09-08
2109	7	264	38	23	57500	2021-09-08
2124	7	199	7	25	35000	2021-09-08
2125	7	206	9	20	84000	2021-09-08
2129	7	202	19	19	28500	2021-09-08
2141	7	21	32	15	22500	2021-09-08
2173	7	289	37	12	24000	2021-09-09
2190	7	62	23	25	80000	2021-09-09
2193	7	8	11	20	60000	2021-09-09
2203	7	60	33	2	3600	2021-09-09
2206	7	268	31	12	18000	2021-09-09
2210	7	161	23	9	22500	2021-09-09
2212	7	240	13	5	21000	2021-09-10
2220	7	110	11	26	52000	2021-09-10
2258	7	111	23	10	15500	2021-09-10
2264	7	300	26	9	9000	2021-09-10
2265	7	242	14	12	21600	2021-09-10
2266	7	216	5	5	24000	2021-09-10
2270	7	74	23	28	240800	2021-09-11
2283	7	287	7	15	45000	2021-09-11
2285	7	174	23	22	55000	2021-09-11
2286	7	88	1	30	99000	2021-09-11
2302	7	125	29	17	197200	2021-09-11
2334	7	207	31	14	67200	2021-09-12
2337	7	16	5	2	3000	2021-09-12
2351	7	46	29	3	5700	2021-09-12
2363	7	39	14	16	40000	2021-09-12
2365	7	13	33	12	18000	2021-09-12
2367	7	165	38	1	1000	2021-09-12
2385	7	262	15	30	51000	2021-09-13
2389	7	296	36	26	39000	2021-09-13
2393	7	205	40	26	124800	2021-09-13
2404	7	75	11	26	52000	2021-09-13
2415	7	289	24	22	44000	2021-09-13
2436	7	300	25	20	20000	2021-09-14
2454	7	196	14	19	74100	2021-09-14
2459	7	4	27	5	5000	2021-09-14
2477	7	99	18	19	57000	2021-09-14
2486	7	6	4	27	135000	2021-09-14
2489	7	58	17	28	61600	2021-09-14
2493	7	206	12	21	88200	2021-09-15
2502	7	63	25	25	97500	2021-09-15
2504	7	39	31	12	30000	2021-09-15
2521	7	27	36	16	16000	2021-09-15
2529	7	27	24	16	16000	2021-09-15
2538	7	217	38	8	25600	2021-09-15
2556	7	150	36	30	36000	2021-09-16
2573	7	294	27	23	34500	2021-09-16
2574	7	272	7	9	13500	2021-09-16
2583	7	28	26	10	13000	2021-09-16
2601	7	243	4	18	32400	2021-09-16
2609	7	94	22	14	175000	2021-09-17
2620	7	62	15	8	25600	2021-09-17
2628	7	87	31	10	25000	2021-09-17
2644	7	85	9	12	150000	2021-09-17
2656	7	31	2	17	34000	2021-09-17
2661	7	59	22	21	46200	2021-09-17
2676	7	121	35	22	255200	2021-09-18
2683	7	60	6	23	41400	2021-09-18
2687	7	80	2	17	91800	2021-09-18
2708	7	76	29	10	59000	2021-09-18
2715	7	264	17	19	47500	2021-09-18
2731	7	119	22	12	18000	2021-09-19
2733	7	86	4	24	381600	2021-09-19
2749	7	134	40	12	21600	2021-09-19
2752	7	257	27	12	27600	2021-09-19
2758	7	69	39	12	22800	2021-09-19
2771	7	240	5	28	117600	2021-09-19
2781	7	252	36	17	25500	2021-09-20
2785	7	129	3	4	6000	2021-09-20
2786	7	279	30	8	8000	2021-09-20
2808	7	121	12	22	255200	2021-09-20
2816	7	106	5	2	25000	2021-09-20
2819	7	188	13	9	18000	2021-09-20
2835	7	232	17	12	57600	2021-09-21
2845	7	226	9	13	45500	2021-09-21
2858	7	63	32	18	70200	2021-09-21
2873	7	140	4	23	23000	2021-09-21
2876	7	119	27	7	10500	2021-09-21
2885	7	55	27	14	15400	2021-09-22
2887	7	47	24	27	51300	2021-09-22
2896	7	98	36	21	105000	2021-09-22
2906	7	259	12	5	9500	2021-09-22
2911	7	201	10	10	65000	2021-09-22
2912	7	16	36	13	19500	2021-09-22
2957	7	18	35	19	85500	2021-09-23
2961	7	192	27	5	10000	2021-09-23
2962	7	58	17	9	19800	2021-09-23
2966	7	258	20	1	5000	2021-09-23
2969	7	132	9	9	9000	2021-09-23
2996	7	44	8	21	18900	2021-09-23
3003	7	181	25	17	59500	2021-09-24
3016	7	78	33	28	151200	2021-09-24
3023	7	130	3	8	14400	2021-09-24
3050	7	187	13	1	2000	2021-09-24
3053	7	240	30	22	92400	2021-09-24
3057	7	286	5	25	37500	2021-09-25
3071	7	287	25	5	15000	2021-09-25
3073	7	31	32	30	60000	2021-09-25
3079	7	111	9	29	44950	2021-09-25
3090	7	25	32	30	42000	2021-09-25
3091	7	115	23	22	107800	2021-09-25
3140	7	150	25	11	13200	2021-09-26
3142	7	186	10	4	6800	2021-09-26
3153	7	30	19	10	20000	2021-09-26
3154	7	73	5	6	23400	2021-09-26
3159	7	237	36	18	86400	2021-09-26
3167	7	296	12	23	34500	2021-09-27
3172	7	43	36	22	24200	2021-09-27
3173	7	83	17	16	65600	2021-09-27
3201	7	71	16	16	62400	2021-09-27
3218	7	118	12	11	42900	2021-09-27
3219	7	300	29	28	28000	2021-09-27
3220	7	161	16	13	32500	2021-09-28
3232	7	179	15	22	33000	2021-09-28
3254	7	197	2	1	6500	2021-09-28
3262	7	36	14	18	27000	2021-09-28
3265	7	136	2	12	12000	2021-09-28
3276	7	101	33	10	49000	2021-09-29
3283	7	63	34	21	81900	2021-09-29
3301	7	246	18	9	10800	2021-09-29
3311	7	177	30	12	21600	2021-09-29
3316	7	112	16	7	51100	2021-09-29
3320	7	290	20	27	40500	2021-09-29
3340	7	163	20	28	56000	2021-09-30
3351	7	253	30	2	3000	2021-09-30
3353	7	130	19	14	25200	2021-09-30
3361	7	258	16	8	40000	2021-09-30
3378	7	4	32	22	22000	2021-09-30
3390	7	83	9	29	118900	2021-09-30
3406	7	191	39	13	26000	2021-10-01
3417	7	32	16	19	38000	2021-10-01
3430	7	220	1	10	35000	2021-10-01
3437	7	226	31	8	28000	2021-10-01
3440	7	23	15	13	32500	2021-10-01
3449	7	259	36	12	22800	2021-10-02
3456	7	277	17	21	21000	2021-10-02
3462	7	259	39	12	22800	2021-10-02
3482	7	59	9	24	52800	2021-10-02
3484	7	291	39	17	25500	2021-10-02
3489	7	66	3	18	63000	2021-10-02
3500	7	166	20	24	28800	2021-10-03
3501	7	230	20	24	115200	2021-10-03
3519	7	159	4	23	41400	2021-10-03
3520	7	284	15	23	34500	2021-10-03
3538	7	238	4	23	110400	2021-10-03
3579	7	94	24	27	337500	2021-10-04
3589	7	222	5	16	76800	2021-10-04
3590	7	114	34	13	45500	2021-10-04
3596	7	214	23	1	1000	2021-10-04
3603	7	12	29	1	2000	2021-10-04
3606	7	213	16	25	162500	2021-10-05
3612	7	70	18	21	73500	2021-10-05
3626	7	85	22	17	212500	2021-10-05
3633	7	135	33	17	17000	2021-10-05
3656	7	217	7	7	22400	2021-10-05
3660	7	189	1	24	45600	2021-10-05
2	8	34	30	9	18000	2021-08-01
12	8	297	24	1	1500	2021-08-01
23	8	228	22	7	37800	2021-08-01
37	8	80	35	10	54000	2021-08-01
55	8	200	12	29	139200	2021-08-01
56	8	143	1	2	2000	2021-08-01
77	8	153	29	24	24000	2021-08-02
91	8	112	23	28	204400	2021-08-02
95	8	274	4	1	1500	2021-08-02
97	8	110	9	25	50000	2021-08-02
102	8	276	9	26	26000	2021-08-02
113	8	138	37	21	37800	2021-08-03
123	8	191	22	28	56000	2021-08-03
130	8	246	38	10	12000	2021-08-03
138	8	31	14	14	28000	2021-08-03
155	8	15	25	30	30000	2021-08-03
175	8	237	27	7	33600	2021-08-04
184	8	21	28	3	4500	2021-08-04
191	8	247	32	1	1200	2021-08-04
214	8	246	4	12	14400	2021-08-04
217	8	64	10	6	21000	2021-08-04
220	8	93	39	19	237500	2021-08-05
222	8	27	38	27	27000	2021-08-05
256	8	285	28	13	19500	2021-08-05
264	8	241	29	19	34200	2021-08-05
266	8	116	4	13	28600	2021-08-05
270	8	19	19	20	44000	2021-08-05
292	8	2	6	30	87000	2021-08-06
295	8	101	7	21	102900	2021-08-06
298	8	232	36	24	115200	2021-08-06
317	8	210	16	15	72000	2021-08-06
324	8	58	6	2	4400	2021-08-06
328	8	21	6	30	45000	2021-08-06
331	8	263	36	19	47500	2021-08-07
333	8	274	31	16	24000	2021-08-07
337	8	176	19	11	11000	2021-08-07
338	8	134	31	13	23400	2021-08-07
343	8	106	35	16	200000	2021-08-07
384	8	179	7	6	9000	2021-08-08
392	8	67	36	21	73500	2021-08-08
398	8	125	6	2	23200	2021-08-08
417	8	63	26	4	15600	2021-08-08
432	8	12	37	12	24000	2021-08-08
441	8	92	27	22	178200	2021-08-09
443	8	165	37	23	23000	2021-08-09
444	8	170	37	8	14400	2021-08-09
455	8	164	20	28	28000	2021-08-09
458	8	206	38	23	96600	2021-08-09
475	8	151	31	5	9000	2021-08-09
495	8	185	34	23	46000	2021-08-10
498	8	300	17	12	12000	2021-08-10
510	8	19	18	13	28600	2021-08-10
523	8	109	14	14	110600	2021-08-10
524	8	265	18	16	64000	2021-08-10
534	8	223	25	5	24000	2021-08-10
562	8	286	7	12	18000	2021-08-11
579	8	241	25	9	16200	2021-08-11
582	8	42	26	6	5700	2021-08-11
597	8	47	36	19	36100	2021-08-11
600	8	123	32	16	72000	2021-08-11
608	8	296	16	23	34500	2021-08-12
630	8	28	29	13	16900	2021-08-12
637	8	112	30	16	116800	2021-08-12
648	8	9	23	28	70000	2021-08-12
651	8	95	10	1	2100	2021-08-12
661	8	56	7	27	78300	2021-08-12
678	8	296	14	18	27000	2021-08-13
680	8	124	22	23	266800	2021-08-13
683	8	238	25	30	144000	2021-08-13
695	8	212	12	22	77000	2021-08-13
710	8	204	22	4	4000	2021-08-13
717	8	210	32	4	19200	2021-08-13
721	8	120	37	8	12000	2021-08-14
732	8	285	24	8	12000	2021-08-14
735	8	100	31	13	154700	2021-08-14
752	8	258	29	25	125000	2021-08-14
763	8	251	11	26	39000	2021-08-14
771	8	158	2	20	24000	2021-08-14
788	8	281	18	12	36000	2021-08-15
794	8	244	30	25	50000	2021-08-15
797	8	117	4	29	63800	2021-08-15
801	8	282	18	14	42000	2021-08-15
822	8	104	16	28	551600	2021-08-15
835	8	130	10	18	32400	2021-08-16
852	8	63	22	1	3900	2021-08-16
859	8	22	35	4	10000	2021-08-16
865	8	280	40	9	9000	2021-08-16
870	8	90	32	22	44000	2021-08-16
892	8	142	12	13	13000	2021-08-17
894	8	6	11	12	60000	2021-08-17
908	8	104	31	29	571300	2021-08-17
909	8	231	30	20	96000	2021-08-17
925	8	218	11	16	51200	2021-08-17
935	8	280	17	1	1000	2021-08-17
951	8	292	28	23	34500	2021-08-18
967	8	290	8	13	19500	2021-08-18
975	8	166	10	3	3600	2021-08-18
983	8	197	28	6	39000	2021-08-18
993	8	223	33	18	86400	2021-08-18
1004	8	56	25	20	58000	2021-08-19
1006	8	64	2	4	14000	2021-08-19
1025	8	123	30	16	72000	2021-08-19
1028	8	169	30	6	10800	2021-08-19
1030	8	249	20	11	24200	2021-08-19
1048	8	128	28	28	42000	2021-08-19
1054	8	46	22	6	11400	2021-08-20
1065	8	200	9	12	57600	2021-08-20
1072	8	139	24	19	19000	2021-08-20
1083	8	263	10	28	70000	2021-08-20
1086	8	4	15	25	25000	2021-08-20
1107	8	187	4	7	14000	2021-08-21
1131	8	247	33	26	31200	2021-08-21
1132	8	32	12	27	54000	2021-08-21
1133	8	239	32	17	81600	2021-08-21
1152	8	200	22	3	14400	2021-08-21
1167	8	180	11	2	2400	2021-08-22
1179	8	283	29	1	3000	2021-08-22
1191	8	116	21	21	46200	2021-08-22
1197	8	2	33	14	40600	2021-08-22
1200	8	214	11	21	21000	2021-08-22
1204	8	214	28	29	29000	2021-08-22
1220	8	274	21	18	27000	2021-08-23
1226	8	147	8	20	20000	2021-08-23
1235	8	118	23	28	109200	2021-08-23
1237	8	132	19	5	5000	2021-08-23
1241	8	241	23	19	34200	2021-08-23
1275	8	87	2	21	52500	2021-08-24
1279	8	238	31	19	91200	2021-08-24
1282	8	74	31	8	68800	2021-08-24
