순번	판매자 번호	음식	 상품 설명 	 가격 
818	Z087	차슈덮밥	돼지고기를 양념장에 약 3일 정도 재운 요리	8,500
819	Z087	유부국	유부장국은 일본된장인 미소에 추가한다	2,000
820	Z088	티본 스테이크	부드러운 안심과 풍미가 진한 등심을 함께 즐길 수 있는 피렌체 오리지널 스타일의 스테이크	18,000
821	Z088	양송이 스프	신선한 재료로 6시간 이상 끓여내는 홈메이드 수프	4,500
822	Z088	토마호크 스테이크	오직 황제만이 즐길 수 있었던 블랙 앵거스의 단1%의 부위 3cm 이상의 두께에서 뿜어져 나오는 압도적인 풍미가 가득한 예술적 스테이크	16,000
823	Z088	투움바 파스타	최고급 파마산 치즈와 새우, 양송이를 함께 볶아 깊고 진한 크림소스 파스타	9,000
824	Z088	부시맨 브레드	허니망고버터와 함께 먹는 갈색의 고소한 빵	2,500
825	Z088	오지치즈후라이	두툼한 감자튀김에 체다치즈, 잭치즈를 듬뿍 녹여 베이컨을 뿌린 메뉴	5,000
826	Z088	서로인 스테이크	무난무난한 스테이크	15,000
827	Z088	치킨 텐더 샐러드	부드럽고 고소한 닭 안심 튀김을 올린 샐러드	9,000
828	Z088	샐러드	베이컨, 파마산 치즈가 잘 어우려진 신선한 로메인에 부드러운 시저 드레싱을 결들인 샐러드	7,000
829	Z088	배이비백립	부드러운 돼지갈비에 특제 소스를 빌라 구워낸 바비규 요리	12,000
830	Z089	마카롱	 마카롱 특유의 카사삭 부서지는 독특한 식감이 도드라지는 달콤한 디져트	1,500
831	Z089	티라미수	치즈, 크림, 커피, 코코아 파우더를 주재료로 사용하는 디저트	2,000
832	Z089	베이글	맛있는 베이글 빵에 크림치즈를 발라먹는 음식	1,500
833	Z089	바닐라 아이스크림	시원한 아이스크림에 바닐라맛이 추가된 아이스크림	2,000
834	Z089	초코 아이스크림	시원한 아이스크림에 초콜릿맛이 추가된 아이스크림	2,000
835	Z089	아포가토	바닐라 아이스크림 위에 커피를 타서 먹는 디저트	2,500
836	Z089	아메리카노	가장 기본적인 커피	2,000
837	Z089	카라멜 마끼아또	라떼 마키아토에 캐러멜 소스를 첨가한 것	2,500
838	Z089	딸기 스무디	딸기와 얼을음 믹서에 넣어 갈아 걸쭉하게 만든 음료	3,000
839	Z090	김치찜	김치와 돼지고기를 쪄서 만든 음식	5,000
840	Z090	돼지갈비	돼지갈비에 양념을 재워 구워먹는 환상적인 음식	6,000
841	Z090	갈비탕	큼지막한 갈비를 사골육수에 끓여 만든 요리	5,500
842	Z090	김치찌개	김치와 돼지고기가 들어간 밥과 궁합이 잘맞는 찌개	6,000
843	Z090	된장찌개	된장을 주재료로 끓인 전통 요리	4,500
844	Z090	잡채	당면과 다양한 재료를 볶아 만든 음식	4,000
845	Z090	모둠전	다양한 전을 모은 음식	3,000
846	Z090	비빔밥	여러 채소와 고기 그리고 고추장과 함께 비벼먹는 음식	2,500
847	Z090	족발	돼지의 다리를 양념한 국물에 푹 삶아낸 음식	8,000
848	Z090	보쌈	돼지고기를 삶은 수육에 배춧잎 또는 겉절이에 싸먹는 음식	9,000
849	Z090	불고기 덮밥	맛있는 불고기를 밥에 가득담은 덮밥	8,000
850	Z090	제육볶음	돼지고기를 맛있는 양념에 볶은 음식	6,000
851	Z091	김치찜	김치와 돼지고기를 쪄서 만든 음식	5,000
852	Z091	돼지갈비	돼지갈비에 양념을 재워 구워먹는 환상적인 음식	6,000
853	Z091	갈비탕	큼지막한 갈비를 사골육수에 끓여 만든 요리	5,500
854	Z091	김치찌개	김치와 돼지고기가 들어간 밥과 궁합이 잘맞는 찌개	6,000
855	Z091	된장찌개	된장을 주재료로 끓인 전통 요리	4,500
856	Z091	잡채	당면과 다양한 재료를 볶아 만든 음식	4,000
857	Z091	모둠전	다양한 전을 모은 음식	3,000
858	Z091	비빔밥	여러 채소와 고기 그리고 고추장과 함께 비벼먹는 음식	2,500
859	Z091	족발	돼지의 다리를 양념한 국물에 푹 삶아낸 음식	8,000
860	Z091	보쌈	돼지고기를 삶은 수육에 배춧잎 또는 겉절이에 싸먹는 음식	9,000
861	Z091	불고기 덮밥	맛있는 불고기를 밥에 가득담은 덮밥	8,000
862	Z091	제육볶음	돼지고기를 맛있는 양념에 볶은 음식	6,000
863	Z092	짜장면	 춘장과 야채·고기를 식용유에 볶아서 만든 것을 국수에 비벼 먹는 한국식 중화 요리	4,000
864	Z092	짬뽕	해산물과 채소를 볶아 육수로 끓여낸 매운 국물에 국수를 넣어 만든 한국식 중국 면요리의 일종.	5,000
865	Z092	간짜장	짜장면의 일종으로, 물이나 육수를 붓지 않고 만든 짜장	5,000
866	Z092	탕수육	돼지고기에 녹말을 묻혀서 기름에 튀긴 튀김에 설탕과 식초, 야채, 녹말물을 주재료로 만든 새콤달콤한 소스를 곁들여 먹는 한국식 중화 요리	6,000
867	Z092	볶음밥	밥을 다른 재료와 함께 넣고 기름에 볶아 만든 음식	5,000
868	Z092	군만두	얇은 만두피에 고기, 부추, 당면 등을 넣어 감싼 후 기름에 구워서 먹는 요리	2,000
869	Z092	양장피	양장피와 야채 등을 곁들여 겨자소스를 부어 섞어 먹는 중국요리	4,000
870	Z092	마라탕	혀가 저리게 매운 맛이 나는 탕 요리	6,500
871	Z092	유린기	기름을 뿌린 닭고기'라는 뜻이며, 양상추, 양파 따위 아삭한 식감을 가진 채소 위에 튀긴 닭고기를 얹은 뒤 청고추와 홍고추를 곁들인 간장 양념을 부어먹는 요리다	8,000
872	Z093	짜장면	 춘장과 야채·고기를 식용유에 볶아서 만든 것을 국수에 비벼 먹는 한국식 중화 요리	4,000
873	Z093	짬뽕	해산물과 채소를 볶아 육수로 끓여낸 매운 국물에 국수를 넣어 만든 한국식 중국 면요리의 일종.	5,000
874	Z093	간짜장	짜장면의 일종으로, 물이나 육수를 붓지 않고 만든 짜장	5,000
875	Z093	탕수육	돼지고기에 녹말을 묻혀서 기름에 튀긴 튀김에 설탕과 식초, 야채, 녹말물을 주재료로 만든 새콤달콤한 소스를 곁들여 먹는 한국식 중화 요리	6,000
876	Z093	볶음밥	밥을 다른 재료와 함께 넣고 기름에 볶아 만든 음식	5,000
877	Z093	군만두	얇은 만두피에 고기, 부추, 당면 등을 넣어 감싼 후 기름에 구워서 먹는 요리	2,000
878	Z093	양장피	양장피와 야채 등을 곁들여 겨자소스를 부어 섞어 먹는 중국요리	4,000
879	Z093	마라탕	혀가 저리게 매운 맛이 나는 탕 요리	6,500
880	Z093	유린기	기름을 뿌린 닭고기'라는 뜻이며, 양상추, 양파 따위 아삭한 식감을 가진 채소 위에 튀긴 닭고기를 얹은 뒤 청고추와 홍고추를 곁들인 간장 양념을 부어먹는 요리다	8,000
881	Z094	김치찜	김치와 돼지고기를 쪄서 만든 음식	5,000
882	Z094	돼지갈비	돼지갈비에 양념을 재워 구워먹는 환상적인 음식	6,000
883	Z094	갈비탕	큼지막한 갈비를 사골육수에 끓여 만든 요리	5,500
884	Z094	김치찌개	김치와 돼지고기가 들어간 밥과 궁합이 잘맞는 찌개	6,000
885	Z094	된장찌개	된장을 주재료로 끓인 전통 요리	4,500
886	Z094	잡채	당면과 다양한 재료를 볶아 만든 음식	4,000
887	Z094	모둠전	다양한 전을 모은 음식	3,000
888	Z094	비빔밥	여러 채소와 고기 그리고 고추장과 함께 비벼먹는 음식	2,500
889	Z094	족발	돼지의 다리를 양념한 국물에 푹 삶아낸 음식	8,000
890	Z094	보쌈	돼지고기를 삶은 수육에 배춧잎 또는 겉절이에 싸먹는 음식	9,000
891	Z094	불고기 덮밥	맛있는 불고기를 밥에 가득담은 덮밥	8,000
892	Z094	제육볶음	돼지고기를 맛있는 양념에 볶은 음식	6,000
893	Z095	초밥	스시는 소금과 식초, 설탕으로 간을 한 밥 위에 얇게 저민 생선이나 김, 달걀, 채소 등을 얹거나 말아 만드는 일본의 대표 요리이다.	15,000
894	Z095	우동	일본의 전통적이고 가장 대중적인 면 요리	5,000
895	Z095	모둠회	제철의 생선들을 싱싱하게 썰은 한 접시	4,000
896	Z095	새우튀김	주로 보리새우의 껍질을 까서 튀김옷을 입힌 뒤 튀기는 요리다.	17,000
897	Z095	알밥	생선알을 주재료로 하여 단무지, 김치, 무순, 김가루 등을 넣은, 일종의 비빔밥이다.	11,000
898	Z095	돈코츠 라멘	돼지뼈로 우려낸 국물에 맛있는 차슈가 들어간 라멘	6,000
899	Z095	낫토	일본의 전통음식 중 하나	4,500
900	Z095	차슈덮밥	돼지고기를 양념장에 약 3일 정도 재운 요리	8,500
901	Z095	유부국	유부장국은 일본된장인 미소에 추가한다	2,000
902	Z096	후라이드 치킨	닭고기를 튀기기만 하면 되는 매우 단순한 발상과 조리법	10,000
903	Z096	양념치킨	프라이드 치킨에 한국인의 입맛에 맞는 매콤달콤한 양념을 버무려 탄생한 요리	10,500
904	Z096	간장치킨	후라이드에 간장 소스를 바르고 깐풍기처럼 한 번 더 볶거나 아예 빠뜨리고 끓여서 만든다.	11,000
905	Z096	구운치킨	로스트 치킨이라고도 불린다. 영국에서는 로스트 디너 중 하나로 애용되는 음식이다.	11,000
906	Z096	마늘치킨	알싸한 마늘이 발라진 치킨	12,000
907	Z096	파채치킨	치킨 위에 파채가 무수히 많이 올라간 치킨	12,000
908	Z096	카레치킨	카레의 향이 느껴져 맛이 좋은 치킨	11,000
909	Z097	초밥	스시는 소금과 식초, 설탕으로 간을 한 밥 위에 얇게 저민 생선이나 김, 달걀, 채소 등을 얹거나 말아 만드는 일본의 대표 요리이다.	15,000
910	Z097	우동	일본의 전통적이고 가장 대중적인 면 요리	5,000
911	Z097	모둠회	제철의 생선들을 싱싱하게 썰은 한 접시	4,000
912	Z097	새우튀김	주로 보리새우의 껍질을 까서 튀김옷을 입힌 뒤 튀기는 요리다.	17,000
913	Z097	알밥	생선알을 주재료로 하여 단무지, 김치, 무순, 김가루 등을 넣은, 일종의 비빔밥이다.	11,000
914	Z097	돈코츠 라멘	돼지뼈로 우려낸 국물에 맛있는 차슈가 들어간 라멘	6,000
915	Z097	낫토	일본의 전통음식 중 하나	4,500
916	Z097	차슈덮밥	돼지고기를 양념장에 약 3일 정도 재운 요리	8,500
917	Z097	유부국	유부장국은 일본된장인 미소에 추가한다	2,000
918	Z098	짜장면	 춘장과 야채·고기를 식용유에 볶아서 만든 것을 국수에 비벼 먹는 한국식 중화 요리	4,000
919	Z098	짬뽕	해산물과 채소를 볶아 육수로 끓여낸 매운 국물에 국수를 넣어 만든 한국식 중국 면요리의 일종.	5,000
920	Z098	간짜장	짜장면의 일종으로, 물이나 육수를 붓지 않고 만든 짜장	5,000
921	Z098	탕수육	돼지고기에 녹말을 묻혀서 기름에 튀긴 튀김에 설탕과 식초, 야채, 녹말물을 주재료로 만든 새콤달콤한 소스를 곁들여 먹는 한국식 중화 요리	6,000
922	Z098	볶음밥	밥을 다른 재료와 함께 넣고 기름에 볶아 만든 음식	5,000
923	Z098	군만두	얇은 만두피에 고기, 부추, 당면 등을 넣어 감싼 후 기름에 구워서 먹는 요리	2,000
924	Z098	양장피	양장피와 야채 등을 곁들여 겨자소스를 부어 섞어 먹는 중국요리	4,000
925	Z098	마라탕	혀가 저리게 매운 맛이 나는 탕 요리	6,500
926	Z098	유린기	기름을 뿌린 닭고기'라는 뜻이며, 양상추, 양파 따위 아삭한 식감을 가진 채소 위에 튀긴 닭고기를 얹은 뒤 청고추와 홍고추를 곁들인 간장 양념을 부어먹는 요리다	8,000
927	Z099	초밥	스시는 소금과 식초, 설탕으로 간을 한 밥 위에 얇게 저민 생선이나 김, 달걀, 채소 등을 얹거나 말아 만드는 일본의 대표 요리이다.	15,000
928	Z099	우동	일본의 전통적이고 가장 대중적인 면 요리	5,000
929	Z099	모둠회	제철의 생선들을 싱싱하게 썰은 한 접시	4,000
930	Z099	새우튀김	주로 보리새우의 껍질을 까서 튀김옷을 입힌 뒤 튀기는 요리다.	17,000
931	Z099	알밥	생선알을 주재료로 하여 단무지, 김치, 무순, 김가루 등을 넣은, 일종의 비빔밥이다.	11,000
932	Z099	돈코츠 라멘	돼지뼈로 우려낸 국물에 맛있는 차슈가 들어간 라멘	6,000
933	Z099	낫토	일본의 전통음식 중 하나	4,500
934	Z099	차슈덮밥	돼지고기를 양념장에 약 3일 정도 재운 요리	8,500
935	Z099	유부국	유부장국은 일본된장인 미소에 추가한다	2,000
936	Z100	떡볶이	떡과 부재료를 양념에 볶거나 끓여서 먹는 음식	4,500
937	Z100	순대	돼지 창자에 숙주, 우거지, 찹쌀 등과 돼지 선지를 섞어서 된장으로 간한 것을 채워서 삶은 음식	3,000
938	Z100	김말이	간이 된 삶은 당면과 후추가 들어있고 야채는 맛에 영향이 거의 없을 정도로 미세하게 들어있거나 아예 없다.	2,000
939	Z100	어묵	일본에서 유래한 어육 가공 음식. 으깬 생선살과 밀가루를 뭉쳐서 열을 가해 묵처럼 굳혀 만든 덩어리	500
940	Z100	오징어튀김	오징어를 튀김반죽을 묻혀서 기름에 튀겨 낸 음식이다.	700
941	Z100	고추튀김	고추를 튀기는 요리	700
942	Z100	김밥	밥을 김으로 감싸 둥글게 만 뒤 잘라낸 음식	2,500
943	Z100	라면	국수를 증기로 익힌 뒤 기름에 튀겨 말린 것에 분말 스프를 별도로 첨부한 즉석 식품	3,500
944	Z101	짜장면	 춘장과 야채·고기를 식용유에 볶아서 만든 것을 국수에 비벼 먹는 한국식 중화 요리	4,000
945	Z101	짬뽕	해산물과 채소를 볶아 육수로 끓여낸 매운 국물에 국수를 넣어 만든 한국식 중국 면요리의 일종.	5,000
946	Z101	간짜장	짜장면의 일종으로, 물이나 육수를 붓지 않고 만든 짜장	5,000
947	Z101	탕수육	돼지고기에 녹말을 묻혀서 기름에 튀긴 튀김에 설탕과 식초, 야채, 녹말물을 주재료로 만든 새콤달콤한 소스를 곁들여 먹는 한국식 중화 요리	6,000
948	Z101	볶음밥	밥을 다른 재료와 함께 넣고 기름에 볶아 만든 음식	5,000
949	Z101	군만두	얇은 만두피에 고기, 부추, 당면 등을 넣어 감싼 후 기름에 구워서 먹는 요리	2,000
950	Z101	양장피	양장피와 야채 등을 곁들여 겨자소스를 부어 섞어 먹는 중국요리	4,000
951	Z101	마라탕	혀가 저리게 매운 맛이 나는 탕 요리	6,500
952	Z101	유린기	기름을 뿌린 닭고기'라는 뜻이며, 양상추, 양파 따위 아삭한 식감을 가진 채소 위에 튀긴 닭고기를 얹은 뒤 청고추와 홍고추를 곁들인 간장 양념을 부어먹는 요리다	8,000
953	Z102	짜장면	 춘장과 야채·고기를 식용유에 볶아서 만든 것을 국수에 비벼 먹는 한국식 중화 요리	4,000
954	Z102	짬뽕	해산물과 채소를 볶아 육수로 끓여낸 매운 국물에 국수를 넣어 만든 한국식 중국 면요리의 일종.	5,000
955	Z102	간짜장	짜장면의 일종으로, 물이나 육수를 붓지 않고 만든 짜장	5,000
956	Z102	탕수육	돼지고기에 녹말을 묻혀서 기름에 튀긴 튀김에 설탕과 식초, 야채, 녹말물을 주재료로 만든 새콤달콤한 소스를 곁들여 먹는 한국식 중화 요리	6,000
957	Z102	볶음밥	밥을 다른 재료와 함께 넣고 기름에 볶아 만든 음식	5,000
958	Z102	군만두	얇은 만두피에 고기, 부추, 당면 등을 넣어 감싼 후 기름에 구워서 먹는 요리	2,000
959	Z102	양장피	양장피와 야채 등을 곁들여 겨자소스를 부어 섞어 먹는 중국요리	4,000
960	Z102	마라탕	혀가 저리게 매운 맛이 나는 탕 요리	6,500
961	Z102	유린기	기름을 뿌린 닭고기'라는 뜻이며, 양상추, 양파 따위 아삭한 식감을 가진 채소 위에 튀긴 닭고기를 얹은 뒤 청고추와 홍고추를 곁들인 간장 양념을 부어먹는 요리다	8,000
962	Z103	짜장면	 춘장과 야채·고기를 식용유에 볶아서 만든 것을 국수에 비벼 먹는 한국식 중화 요리	4,000
963	Z103	짬뽕	해산물과 채소를 볶아 육수로 끓여낸 매운 국물에 국수를 넣어 만든 한국식 중국 면요리의 일종.	5,000
964	Z103	간짜장	짜장면의 일종으로, 물이나 육수를 붓지 않고 만든 짜장	5,000
965	Z103	탕수육	돼지고기에 녹말을 묻혀서 기름에 튀긴 튀김에 설탕과 식초, 야채, 녹말물을 주재료로 만든 새콤달콤한 소스를 곁들여 먹는 한국식 중화 요리	6,000
966	Z103	볶음밥	밥을 다른 재료와 함께 넣고 기름에 볶아 만든 음식	5,000
967	Z103	군만두	얇은 만두피에 고기, 부추, 당면 등을 넣어 감싼 후 기름에 구워서 먹는 요리	2,000
968	Z103	양장피	양장피와 야채 등을 곁들여 겨자소스를 부어 섞어 먹는 중국요리	4,000
969	Z103	마라탕	혀가 저리게 매운 맛이 나는 탕 요리	6,500
970	Z103	유린기	기름을 뿌린 닭고기'라는 뜻이며, 양상추, 양파 따위 아삭한 식감을 가진 채소 위에 튀긴 닭고기를 얹은 뒤 청고추와 홍고추를 곁들인 간장 양념을 부어먹는 요리다	8,000
971	Z104	마카롱	 마카롱 특유의 카사삭 부서지는 독특한 식감이 도드라지는 달콤한 디져트	1,500
972	Z104	티라미수	치즈, 크림, 커피, 코코아 파우더를 주재료로 사용하는 디저트	2,000
973	Z104	베이글	맛있는 베이글 빵에 크림치즈를 발라먹는 음식	1,500
974	Z104	바닐라 아이스크림	시원한 아이스크림에 바닐라맛이 추가된 아이스크림	2,000
975	Z104	초코 아이스크림	시원한 아이스크림에 초콜릿맛이 추가된 아이스크림	2,000
976	Z104	아포가토	바닐라 아이스크림 위에 커피를 타서 먹는 디저트	2,500
977	Z104	아메리카노	가장 기본적인 커피	2,000
978	Z104	카라멜 마끼아또	라떼 마키아토에 캐러멜 소스를 첨가한 것	2,500
979	Z104	딸기 스무디	딸기와 얼을음 믹서에 넣어 갈아 걸쭉하게 만든 음료	3,000
980	Z105	고구마피자	달콤한 고구마 무스가 들어간 피자	10,000
981	Z105	포테이토피자	포테이토와 베이컨이 들어간 피자	11,000
982	Z105	페페로니피자	오로지 페페로니만을 넣은 피자	9,000
983	Z105	치즈피자	근본 그자체 치즈만 넣은 피자	6,000
984	Z105	고르곤졸라피자	고르곤졸라치즈와 꿀의 조합	6,500
985	Z105	스테이크피자	두툼한 스테이크가 올라간 피자	13,000
986	Z105	쉬림프피자	통통한 새우가 들어간 피자	11,000
987	Z105	콜라	음료	1,500
988	Z106	떡볶이	떡과 부재료를 양념에 볶거나 끓여서 먹는 음식	4,500
989	Z106	순대	돼지 창자에 숙주, 우거지, 찹쌀 등과 돼지 선지를 섞어서 된장으로 간한 것을 채워서 삶은 음식	3,000
990	Z106	김말이	간이 된 삶은 당면과 후추가 들어있고 야채는 맛에 영향이 거의 없을 정도로 미세하게 들어있거나 아예 없다.	2,000
991	Z106	어묵	일본에서 유래한 어육 가공 음식. 으깬 생선살과 밀가루를 뭉쳐서 열을 가해 묵처럼 굳혀 만든 덩어리	500
992	Z106	오징어튀김	오징어를 튀김반죽을 묻혀서 기름에 튀겨 낸 음식이다.	700
993	Z106	고추튀김	고추를 튀기는 요리	700
994	Z106	김밥	밥을 김으로 감싸 둥글게 만 뒤 잘라낸 음식	2,500
995	Z106	라면	국수를 증기로 익힌 뒤 기름에 튀겨 말린 것에 분말 스프를 별도로 첨부한 즉석 식품	3,500
996	Z107	초밥	스시는 소금과 식초, 설탕으로 간을 한 밥 위에 얇게 저민 생선이나 김, 달걀, 채소 등을 얹거나 말아 만드는 일본의 대표 요리이다.	15,000
997	Z107	우동	일본의 전통적이고 가장 대중적인 면 요리	5,000
998	Z107	모둠회	제철의 생선들을 싱싱하게 썰은 한 접시	4,000
999	Z107	새우튀김	주로 보리새우의 껍질을 까서 튀김옷을 입힌 뒤 튀기는 요리다.	17,000
1000	Z107	알밥	생선알을 주재료로 하여 단무지, 김치, 무순, 김가루 등을 넣은, 일종의 비빔밥이다.	11,000
1001	Z107	돈코츠 라멘	돼지뼈로 우려낸 국물에 맛있는 차슈가 들어간 라멘	6,000
1002	Z107	낫토	일본의 전통음식 중 하나	4,500
1003	Z107	차슈덮밥	돼지고기를 양념장에 약 3일 정도 재운 요리	8,500
1004	Z107	유부국	유부장국은 일본된장인 미소에 추가한다	2,000
1005	Z108	짜장면	 춘장과 야채·고기를 식용유에 볶아서 만든 것을 국수에 비벼 먹는 한국식 중화 요리	4,000
1006	Z108	짬뽕	해산물과 채소를 볶아 육수로 끓여낸 매운 국물에 국수를 넣어 만든 한국식 중국 면요리의 일종.	5,000
1007	Z108	간짜장	짜장면의 일종으로, 물이나 육수를 붓지 않고 만든 짜장	5,000
1008	Z108	탕수육	돼지고기에 녹말을 묻혀서 기름에 튀긴 튀김에 설탕과 식초, 야채, 녹말물을 주재료로 만든 새콤달콤한 소스를 곁들여 먹는 한국식 중화 요리	6,000
1009	Z108	볶음밥	밥을 다른 재료와 함께 넣고 기름에 볶아 만든 음식	5,000
1010	Z108	군만두	얇은 만두피에 고기, 부추, 당면 등을 넣어 감싼 후 기름에 구워서 먹는 요리	2,000
1011	Z108	양장피	양장피와 야채 등을 곁들여 겨자소스를 부어 섞어 먹는 중국요리	4,000
1012	Z108	마라탕	혀가 저리게 매운 맛이 나는 탕 요리	6,500
1013	Z108	유린기	기름을 뿌린 닭고기'라는 뜻이며, 양상추, 양파 따위 아삭한 식감을 가진 채소 위에 튀긴 닭고기를 얹은 뒤 청고추와 홍고추를 곁들인 간장 양념을 부어먹는 요리다	8,000
1014	Z109	짜장면	 춘장과 야채·고기를 식용유에 볶아서 만든 것을 국수에 비벼 먹는 한국식 중화 요리	4,000
1015	Z109	짬뽕	해산물과 채소를 볶아 육수로 끓여낸 매운 국물에 국수를 넣어 만든 한국식 중국 면요리의 일종.	5,000
1016	Z109	간짜장	짜장면의 일종으로, 물이나 육수를 붓지 않고 만든 짜장	5,000
1017	Z109	탕수육	돼지고기에 녹말을 묻혀서 기름에 튀긴 튀김에 설탕과 식초, 야채, 녹말물을 주재료로 만든 새콤달콤한 소스를 곁들여 먹는 한국식 중화 요리	6,000
1018	Z109	볶음밥	밥을 다른 재료와 함께 넣고 기름에 볶아 만든 음식	5,000
1019	Z109	군만두	얇은 만두피에 고기, 부추, 당면 등을 넣어 감싼 후 기름에 구워서 먹는 요리	2,000
1020	Z109	양장피	양장피와 야채 등을 곁들여 겨자소스를 부어 섞어 먹는 중국요리	4,000
1021	Z109	마라탕	혀가 저리게 매운 맛이 나는 탕 요리	6,500
1022	Z109	유린기	기름을 뿌린 닭고기'라는 뜻이며, 양상추, 양파 따위 아삭한 식감을 가진 채소 위에 튀긴 닭고기를 얹은 뒤 청고추와 홍고추를 곁들인 간장 양념을 부어먹는 요리다	8,000
1023	Z110	김치찜	김치와 돼지고기를 쪄서 만든 음식	5,000
1024	Z110	돼지갈비	돼지갈비에 양념을 재워 구워먹는 환상적인 음식	6,000
1025	Z110	갈비탕	큼지막한 갈비를 사골육수에 끓여 만든 요리	5,500
1026	Z110	김치찌개	김치와 돼지고기가 들어간 밥과 궁합이 잘맞는 찌개	6,000
1027	Z110	된장찌개	된장을 주재료로 끓인 전통 요리	4,500
1028	Z110	잡채	당면과 다양한 재료를 볶아 만든 음식	4,000
1029	Z110	모둠전	다양한 전을 모은 음식	3,000
1030	Z110	비빔밥	여러 채소와 고기 그리고 고추장과 함께 비벼먹는 음식	2,500
1031	Z110	족발	돼지의 다리를 양념한 국물에 푹 삶아낸 음식	8,000
1032	Z110	보쌈	돼지고기를 삶은 수육에 배춧잎 또는 겉절이에 싸먹는 음식	9,000
1033	Z110	불고기 덮밥	맛있는 불고기를 밥에 가득담은 덮밥	8,000
1034	Z110	제육볶음	돼지고기를 맛있는 양념에 볶은 음식	6,000
1035	Z111	초밥	스시는 소금과 식초, 설탕으로 간을 한 밥 위에 얇게 저민 생선이나 김, 달걀, 채소 등을 얹거나 말아 만드는 일본의 대표 요리이다.	15,000
1036	Z111	우동	일본의 전통적이고 가장 대중적인 면 요리	5,000
1037	Z111	모둠회	제철의 생선들을 싱싱하게 썰은 한 접시	4,000
1038	Z111	새우튀김	주로 보리새우의 껍질을 까서 튀김옷을 입힌 뒤 튀기는 요리다.	17,000
1039	Z111	알밥	생선알을 주재료로 하여 단무지, 김치, 무순, 김가루 등을 넣은, 일종의 비빔밥이다.	11,000
1040	Z111	돈코츠 라멘	돼지뼈로 우려낸 국물에 맛있는 차슈가 들어간 라멘	6,000
1041	Z111	낫토	일본의 전통음식 중 하나	4,500
1042	Z111	차슈덮밥	돼지고기를 양념장에 약 3일 정도 재운 요리	8,500
1043	Z111	유부국	유부장국은 일본된장인 미소에 추가한다	2,000
1044	Z112	김치찜	김치와 돼지고기를 쪄서 만든 음식	5,000
1045	Z112	돼지갈비	돼지갈비에 양념을 재워 구워먹는 환상적인 음식	6,000
1046	Z112	갈비탕	큼지막한 갈비를 사골육수에 끓여 만든 요리	5,500
1047	Z112	김치찌개	김치와 돼지고기가 들어간 밥과 궁합이 잘맞는 찌개	6,000
1048	Z112	된장찌개	된장을 주재료로 끓인 전통 요리	4,500
1049	Z112	잡채	당면과 다양한 재료를 볶아 만든 음식	4,000
1050	Z112	모둠전	다양한 전을 모은 음식	3,000
1051	Z112	비빔밥	여러 채소와 고기 그리고 고추장과 함께 비벼먹는 음식	2,500
1052	Z112	족발	돼지의 다리를 양념한 국물에 푹 삶아낸 음식	8,000
1053	Z112	보쌈	돼지고기를 삶은 수육에 배춧잎 또는 겉절이에 싸먹는 음식	9,000
1054	Z112	불고기 덮밥	맛있는 불고기를 밥에 가득담은 덮밥	8,000
1055	Z112	제육볶음	돼지고기를 맛있는 양념에 볶은 음식	6,000
1056	Z113	떡볶이	떡과 부재료를 양념에 볶거나 끓여서 먹는 음식	4,500
1057	Z113	순대	돼지 창자에 숙주, 우거지, 찹쌀 등과 돼지 선지를 섞어서 된장으로 간한 것을 채워서 삶은 음식	3,000
1058	Z113	김말이	간이 된 삶은 당면과 후추가 들어있고 야채는 맛에 영향이 거의 없을 정도로 미세하게 들어있거나 아예 없다.	2,000
1059	Z113	어묵	일본에서 유래한 어육 가공 음식. 으깬 생선살과 밀가루를 뭉쳐서 열을 가해 묵처럼 굳혀 만든 덩어리	500
1060	Z113	오징어튀김	오징어를 튀김반죽을 묻혀서 기름에 튀겨 낸 음식이다.	700
1061	Z113	고추튀김	고추를 튀기는 요리	700
1062	Z113	김밥	밥을 김으로 감싸 둥글게 만 뒤 잘라낸 음식	2,500
1063	Z113	라면	국수를 증기로 익힌 뒤 기름에 튀겨 말린 것에 분말 스프를 별도로 첨부한 즉석 식품	3,500
1064	Z114	초밥	스시는 소금과 식초, 설탕으로 간을 한 밥 위에 얇게 저민 생선이나 김, 달걀, 채소 등을 얹거나 말아 만드는 일본의 대표 요리이다.	15,000
1065	Z114	우동	일본의 전통적이고 가장 대중적인 면 요리	5,000
1066	Z114	모둠회	제철의 생선들을 싱싱하게 썰은 한 접시	4,000
1067	Z114	새우튀김	주로 보리새우의 껍질을 까서 튀김옷을 입힌 뒤 튀기는 요리다.	17,000
1068	Z114	알밥	생선알을 주재료로 하여 단무지, 김치, 무순, 김가루 등을 넣은, 일종의 비빔밥이다.	11,000
1069	Z114	돈코츠 라멘	돼지뼈로 우려낸 국물에 맛있는 차슈가 들어간 라멘	6,000
1070	Z114	낫토	일본의 전통음식 중 하나	4,500
1071	Z114	차슈덮밥	돼지고기를 양념장에 약 3일 정도 재운 요리	8,500
1072	Z114	유부국	유부장국은 일본된장인 미소에 추가한다	2,000
1073	Z115	떡볶이	떡과 부재료를 양념에 볶거나 끓여서 먹는 음식	4,500
1074	Z115	순대	돼지 창자에 숙주, 우거지, 찹쌀 등과 돼지 선지를 섞어서 된장으로 간한 것을 채워서 삶은 음식	3,000
